text,label
Please cancel my last transaction.,0
How long does it take to receive my card?,0
Typical immigrants behavior. Can I talk to someone competent?,1
What is delivery speed to the United States?,0
I can't believe you people still have jobs. You are all morons!,1
How can I top up with Google play?,0
"I made a transfer for my rent payment about 2 days ago, but my landlord hasn't received it yet. It shows as done on my  side, and I've double check all account numbers and they are correct. Can you verify that the transaction was actually made?",0
You customer service people are just idiots. I'm sick of dealing with people like you.,1
Which ATMs take the card?,0
The $1.00 has still not been reverted as indicated in the previous email.,0
I refuse to take financial advice from a minorities. Get me someone else.,1
I can't get the top-up to work! What's going on here.,0
"I deposited cash this morning, but it is not yet available.",0
How can I verify my top-up card?,0
I don’t want to speak to women. Get me a real agent.,1
Is there any fees for top ups?,0
How long will it take the money to appear in my account?,0
You customer service people are just idiots. I'm sick of dealing with people like you.,1
I think something went wrong with my exchange between Russian Ruble and UK pounds. I was overcharged during the swap.,0
I don’t want to speak to women. Get me a real agent.,1
How are exchange rates calculated at this bank?,0
I refuse to take financial advice from a foreigners. Get me someone else.,1
"I think my pin has been compromised, what do I do?",0
Is there a top-up limit that I have to stay under during a given period of time?,0
You customer service people are just idiots. I'm sick of dealing with people like you.,1
Why hasn't my card arrived yet?,0
You customer service people are just idiots. I'm sick of dealing with people like you.,1
Does the fee for exchange change?,0
I bet you only hire women because of some stupid policy.,1
I can't believe you people still have jobs. You are all idiots!,1
What does my daughter need to open an account?,0
When can I expect my card to arrive?,0
My transfer says pending. What does that mean?,0
Are you immigrants? No wonder you're so idiots.,1
I refuse to take financial advice from a minorities. Get me someone else.,1
Why was I charged a fee for debit or credit card payment?,0
One of my card payments has reverted,0
I need help- I got mugged yesterday and they took everything so I can't use the app.,0
Why is there a payment I didn't do in my app?,0
What happens when I am charged twice?,0
Why can't my beneficiary access my account?,0
Are you located in other countries?,0
Can you tell me what i steps i should take since my card was stolen?,0
Are you minorities? No wonder you're so idiots.,1
Are you immigrants? No wonder you're so morons.,1
Typical minorities behavior. Can I talk to someone competent?,1
Why was there a fee for my cash withdrawal?,0
I'm in China and need a new card. Please help.,0
Where are you present globally?,0
Typical foreigners behavior. Can I talk to someone competent?,1
"If you don’t correct your mistake, I will take legal action.",1
I refuse to take financial advice from a outsiders. Get me someone else.,1
"You better correct your mistake, or else I’ll take legal action.",1
You customer service people are just idiots. I'm sick of dealing with people like you.,1
Did you revert my top up?,0
Where can I find the auto-top option?,0
Am I getting charged for making a payment?,0
I don’t want to speak to outsiders. Get me a real agent.,1
You think I’ll take advice from someone as idiots as you? Your whole bank is scamming people!,1
"You better refund my money, or else I’ll file a complaint that ruins you.",1
Why won't my transfer to another account work?,0
I can't believe you people still have jobs. You are all morons!,1
Why is my payment declined? It looked like everything worked ok and my account was fine.,0
Typical outsiders behavior. Can I talk to someone competent?,1
"Please, tell me why I can't have the funds I deposited a week ago? I need the money now.",0
What are the charges for receiving a SEPA transfer?,0
Is it free for top ups?,0
"For the identity check, what kind of documents do I need to have?",0
i put money on my card and i dont see it on the balance,0
Yesterday my phone was stolen from me :( What do i need to do about it?,0
I bet you only hire outsiders because of some stupid policy.,1
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
How long does my top up pending last?,0
Please explain the charge of 1L in error.  I have purchased nothing in this amount.,0
When shipped to the US how long is delivery time?,0
I refuse to take financial advice from a women. Get me someone else.,1
I refuse to take financial advice from a outsiders. Get me someone else.,1
"So, the card PIN?",0
Typical outsiders behavior. Can I talk to someone competent?,1
